"country","articles_2014","articles_2015","articles_2016","articles_2017","articles_2018","articles_speed","articles_acc","access_openacc_2014","access_openacc_2015","access_openacc_2016","access_openacc_2017","access_openacc_2018","access_openacc_speed","access_openacc_acc","access_other_2014","access_other_2015","access_other_2016","access_other_2017","access_other_2018","access_other_speed","access_other_acc","affiliation_collab_2014","affiliation_collab_2015","affiliation_collab_2016","affiliation_collab_2017","affiliation_collab_2018","affiliation_collab_speed","affiliation_collab_acc","affiliation_collab_mean_2014","affiliation_collab_mean_2015","affiliation_collab_mean_2016","affiliation_collab_mean_2017","affiliation_collab_mean_2018","affiliation_collab_mean_speed","affiliation_collab_mean_acc","affiliation_collab_stdv_2014","affiliation_collab_stdv_2015","affiliation_collab_stdv_2016","affiliation_collab_stdv_2017","affiliation_collab_stdv_2018","affiliation_collab_stdv_speed","affiliation_collab_stdv_acc","affiliation_collab_med_2014","affiliation_collab_med_2015","affiliation_collab_med_2016","affiliation_collab_med_2017","affiliation_collab_med_2018","affiliation_collab_med_speed","affiliation_collab_med_acc","art_per_auth_mean_2014","art_per_auth_mean_2015","art_per_auth_mean_2016","art_per_auth_mean_2017","art_per_auth_mean_2018","art_per_auth_mean_speed","art_per_auth_mean_acc","art_per_auth_stdv_2014","art_per_auth_stdv_2015","art_per_auth_stdv_2016","art_per_auth_stdv_2017","art_per_auth_stdv_2018","art_per_auth_stdv_speed","art_per_auth_stdv_acc","art_per_auth_med_2014","art_per_auth_med_2015","art_per_auth_med_2016","art_per_auth_med_2017","art_per_auth_med_2018","art_per_auth_med_speed","art_per_auth_med_acc","collab_national_2014","collab_national_2015","collab_national_2016","collab_national_2017","collab_national_2018","collab_national_speed","collab_national_acc","collab_internat_2014","collab_internat_2015","collab_internat_2016","collab_internat_2017","collab_internat_2018","collab_internat_speed","collab_internat_acc","doctype_art_2014","doctype_art_2015","doctype_art_2016","doctype_art_2017","doctype_art_2018","doctype_art_speed","doctype_art_acc","doctype_confer_2014","doctype_confer_2015","doctype_confer_2016","doctype_confer_2017","doctype_confer_2018","doctype_confer_speed","doctype_confer_acc","doctype_other_2014","doctype_other_2015","doctype_other_2016","doctype_other_2017","doctype_other_2018","doctype_other_speed","doctype_other_acc","funding_mean_2014","funding_mean_2015","funding_mean_2016","funding_mean_2017","funding_mean_2018","funding_mean_speed","funding_mean_acc","funding_stdv_2014","funding_stdv_2015","funding_stdv_2016","funding_stdv_2017","funding_stdv_2018","funding_stdv_speed","funding_stdv_acc","funding_med_2014","funding_med_2015","funding_med_2016","funding_med_2017","funding_med_2018","funding_med_speed","funding_med_acc","subarea_science_2014","subarea_science_2015","subarea_science_2016","subarea_science_2017","subarea_science_2018","subarea_science_speed","subarea_science_acc","subarea_health_2014","subarea_health_2015","subarea_health_2016","subarea_health_2017","subarea_health_2018","subarea_health_speed","subarea_health_acc","subarea_social_2014","subarea_social_2015","subarea_social_2016","subarea_social_2017","subarea_social_2018","subarea_social_speed","subarea_social_acc","cites_2014","cites_2015","cites_2016","cites_2017","cites_2018","cites_speed","cites_acc","cites_per_auth_2014","cites_per_auth_2015","cites_per_auth_2016","cites_per_auth_2017","cites_per_auth_2018","cites_per_auth_speed","cites_per_auth_acc","class"
"Germany",6905,7242,7869,8110,8285,3.711225464,-0.907563841,1660,1927,2225,2314,2461,8.193384138,-4.64216917,5245,5315,5644,5796,5824,2.116324504,-0.283837533,11557,12878,15739,15146,16390,7.237521538,-1.072304103,72.68553459,80.99371069,98.98742138,95.25786164,103.081761,-6.749057078,0.889270036,92.04987217,100.7188402,109.2582579,116.3799547,117.3787534,-4.745228544,2.585392401,48,57,70,63,70,-7.268210762,1.929824561,24.61875,27.38125,40.3,33.64375,34.30625,6.861545268,-3.083986645,7.160225458,7.142636508,3.702455415,5.132639267,5.99475334,3.617014724,-4.875798762,21,24,39,31,32,-8.079185637,3.125,6834,7165,7805,8052,8214,3.747094962,-0.943835802,7699,9385,11415,10949,12627,10.40104194,-2.191115801,4367,4668,5084,5233,5365,4.202300447,-1.456716653,1781,1751,1881,1789,1735,-0.521984718,-0.444666373,757,823,904,1088,1185,9.376618908,0.065605007,49.4375,52.83125,63.1625,66.93125,78.31875,9.638187998,3.382999527,404.596603,432.6717236,462.4171779,422.6743267,346.628621,3.141053379,9.475816652,7,8,15,16,28,-24.21417167,-10.11904762,8869,9494,10137,10478,10894,-4.029566441,0.921496456,2164,2321,2574,2771,2809,5.355908527,-1.961245698,557,555,637,697,725,5.413579859,1.458761023,112915,103773,88745,57829,27100,-24.83017652,-15.01378114,17.44938958,15.53488024,12.38763261,7.697191535,3.532325339,-27.34657516,-14.37904092,"B"
"Germany",6797,6592,6898,6910,7424,1.780396561,3.484843807,2247,2318,2480,2532,2608,3.024591912,1.426242118,4550,4274,4418,4378,4816,1.142810249,5.356834121,21217,26034,29125,23710,29075,6.504301738,-0.025303061,133.4402516,163.7358491,183.1761006,149.1194969,182.8616352,-6.107078899,0.016816204,119.5977219,115.5951278,124.5632133,133.0299464,156.2611607,-5.207413784,-6.10983759,112,142,159,126,153,-6.048153854,1.15990058,92.34375,119.39375,126.69375,93.6375,115.9,4.64902485,-1.839175764,9.288558509,5.159221914,4.47775336,2.087662169,2.687497258,28.1504272,-34.11914667,86,116,123,93,115,-5.646042147,2.243878061,6787,6576,6872,6876,7397,1.736209805,3.56198811,11597,13471,15738,14173,16999,7.948234383,1.259989896,5086,5120,5261,5099,5544,1.739447103,2.686233214,556,431,528,651,655,3.331635111,7.698817904,1155,1041,1109,1160,1225,1.183761652,5.157859382,53.125,55.2125,72.5875,75.5875,99.23125,13.31043422,9.116853925,386.3815325,387.4846864,399.4819505,365.7996391,323.5059752,3.615997159,4.452743398,11,13,27,31,54.5,-27.38953189,-9.244883557,5768,5503,5587,5524,5968,-0.679410756,-4.085077812,4042,3841,4017,3970,4386,1.646976173,5.15045839,1173,1193,1170,1298,1409,3.734351481,2.282196012,168356,127617,114160,64559,30939,-28.73840564,-9.29275582,23.75896133,17.3416225,15.06466086,8.317315125,3.814449513,-30.63811549,-9.042756302,"B"
"United States",6905,6806,6863,7199,7475,1.599016245,1.755869826,1389,1650,1731,1676,1547,2.178050797,-4.985543649,5516,5156,5132,5523,5928,1.451106352,4.619813222,17509,22495,25191,19799,24091,6.590548487,-2.26630695,110.1194969,141.4779874,158.4339623,124.5220126,151.5157233,-6.183051481,1.449714571,22.01074674,22.42535762,23.99802953,24.11597414,26.00702323,-3.281661741,-1.807484378,105,136,157,121,146,-6.380290614,1.890276659,80.74375,112.79375,125.28125,92.44375,115.45,7.413039058,-4.935573089,5.642657471,5.189608479,5.410416084,4.824918124,5.823180743,-0.627850619,-8.624278656,77.5,110,123,90,113,-7.264791701,3.063824082,6896,6804,6855,7190,7450,1.557453817,1.650080082,7905,9525,10647,9691,11449,7.689444375,-0.784271954,4737,4780,4777,4952,5062,1.335998525,0.437859066,1364,1229,1241,1261,1276,-1.32497143,3.69563094,804,797,845,986,1137,7.176823965,5.39501613,55.6875,59.40625,75.49375,80.01875,100.59375,12.55444618,6.344944523,347.5428427,356.8856431,350.293013,326.8540626,274.3596615,4.84256032,7.250431626,12,17,29.5,38,57.5,-26.90247369,-1.500426257,8735,8637,8690,8709,9031,-0.664286988,-1.56671662,1336,1294,1305,1519,1702,4.961642826,5.06370406,2060,2058,1980,2187,2377,2.90403214,2.928262475,206218,169978,122664,72268,30710,-31.67326803,-13.31058697,23.00256553,17.70604167,12.79082377,8.152978339,3.439740143,-31.61672885,-11.59474039,"B"
"Germany",6456,6454,6832,7089,7141,2.037333835,0.254836586,2424,2608,2748,2820,2846,3.261981871,-2.285742751,4032,3846,4084,4269,4295,1.271799946,1.740712389,26894,31553,35655,31196,34431,5.065189257,-2.317882458,169.1446541,198.4465409,224.245283,196.2012579,216.5471698,-4.820996653,1.790009876,124.2937434,124.1439878,142.3102208,161.4116437,173.687217,-6.473155426,-2.396087485,148,179,199,170,183,-4.156619107,3.404870206,89.56875,118.99375,126.5125,96.0125,117.025,5.493190526,-3.655562801,9.375212786,8.251164869,8.171885767,10.93145453,9.184995969,0.410801265,1.797118441,86,116,125,93,114,-5.481086667,2.480338778,6444,6443,6824,7059,7106,1.975051726,0.227111667,13688,16066,19260,18317,19464,7.294737078,-3.703646299,5036,5104,5357,5423,5439,1.551575948,-0.351746117,455,428,527,597,661,7.755144235,5.551444647,965,922,948,1069,1041,1.527731655,0.612229401,55.0625,58.01875,78.95625,84.25,110.5375,14.95576144,8.610960479,366.1091305,376.9712211,392.500312,368.8949331,291.5911864,4.656747434,9.797471205,14,16.5,33.5,39,65.5,-26.55244432,-8.435500039,5007,4960,5393,5244,5598,-2.206736486,-2.423755892,4278,4238,4443,4755,4689,1.851608143,-0.150998752,852,833,860,876,842,-0.235851684,-0.55041053,157424,139245,117592,69535,29882,-28.27546462,-15.15938789,24.11150253,20.92965579,17.08441087,9.626886335,4.297713217,-29.17238279,-14.0535994,"B"
"France",1372,1412,1394,1439,1444,1.028200246,-0.855996126,330,408,451,457,490,8.227201318,-7.762966707,1042,1004,943,982,954,-1.749191884,0.265169728,14637,15726,19202,22015,25859,12.05517822,3.340257659,92.05660377,98.90566038,120.7672956,138.4591195,162.6352201,-10.75825179,-2.646797609,37.34075814,42.43875594,57.32388494,64.63458554,73.62945384,-12.69757436,-0.067933358,85,89,110,126,149,-10.61872788,-3.647286529,79.30625,83.05625,104.85,120.4,143.925,12.65896698,4.936843847,4.398394325,4.064336184,3.592795026,2.08980755,1.69182273,21.05642974,5.101590465,77,81,103,120,143,-11.6450394,-3.715214826,1370,1409,1394,1436,1443,1.043679533,-0.786416716,5096,5711,6556,7361,8453,10.65124122,0.92221735,1021,1050,1051,1073,1120,1.868158677,0.513296572,269,274,236,268,214,-4.471645128,-7.335996597,82,88,107,98,110,6.051243834,1.642608263,15.55,19.15625,25.95,39.75,62.13125,31.92160899,11.03790437,79.81376121,81.3194297,75.84731435,66.71237427,59.30256306,6.120884882,4.782157995,6,9,18.5,29,48.5,-34.16120066,-2.290950745,2183,2249,2195,2173,2320,-1.209962528,-1.133856427,31,40,43,46,42,6.26188589,-12.57597008,122,98,117,90,84,-7.192325399,4.335154827,124880,91212,79337,46830,20108,-30.59748681,-10.03381024,31.09561753,22.03720705,16.40889349,11.05263158,4.734636214,-31.36944895,-9.343996147,"B"
"United States",11885,12244,12676,12758,13218,2.148810161,0.194988864,3548,4087,4411,4399,4061,2.737708698,-3.862025487,8337,8157,8265,8359,9157,1.894016679,3.901882167,27625,32235,34860,32747,35162,4.943188815,-3.104353819,173.7421384,202.7358491,219.245283,205.9559748,221.1446541,-4.710347447,2.477671792,129.1251583,131.9205003,134.0193032,147.4083,153.3093933,-3.375241744,-0.576726864,137,160,180,164,176,-4.886627753,2.518939394,92.59375,119.25,125.575,93.525,115.725,4.560849564,-1.68380714,9.281276801,5.129762705,4.747127566,2.632525153,1.835875881,38.27793387,-12.51217584,86,116,122,93,115,-5.646042147,2.243878061,11875,12231,12661,12703,13155,2.068432879,0.186773286,12783,14981,16860,17104,17790,6.833789085,-4.394651336,8339,8663,8936,8878,9440,2.511267667,0.814965535,1081,1057,1105,1105,1067,-0.26037177,-0.406249172,2465,2524,2635,2775,2711,1.920728401,-1.566605145,93.85625,96.9375,119.725,131.8625,153.925,10.40003036,4.482832581,574.078927,606.1751588,620.4568103,577.7608207,474.9237549,3.865075826,8.982753915,18.5,22,47,47,79.5,-25.29306483,-8.323804079,9356,9419,10066,10162,10580,-2.428965623,-1.093996616,6986,7399,7768,7659,7859,2.382974188,-1.100172229,2238,2233,2275,2387,2413,1.51715727,0.437549037,320408,270024,211917,134943,53119,-30.191339,-14.97034051,28.90986195,22.9339222,17.29652302,10.88776827,4.161952519,-32.13431755,-13.70103824,"B"
"Japan",6781,6728,6532,6440,6479,-0.907029567,0.462395232,2072,2157,2207,2152,2206,1.261219049,-1.165575513,4709,4571,4325,4288,4273,-1.924430087,0.860248357,18212,22736,24794,19873,23053,4.82719422,-2.946384702,114.5408805,142.9937107,155.9371069,124.9874214,144.9874214,-4.604906442,2.034553031,80.26922595,78.23257252,75.39840894,85.05500733,85.57741239,-1.272535227,-1.071259721,92,121,136,102,123,-5.642474485,2.297923806,84.95,114.175,124.30625,92.33125,113.1625,5.902894447,-3.947053375,1.620621823,1.14127811,2.281996464,0.888231052,0.592272035,22.3015866,2.656503262,85,114,123,92,113,-5.535616097,2.284841898,6777,6722,6527,6427,6458,-0.959662641,0.431302889,6582,7904,8887,7469,8480,5.198027049,-2.183043978,4824,4970,4668,4799,4842,0.074515731,-0.710171331,1423,1132,1140,1023,980,-7.187977825,5.415476828,534,626,724,618,657,4.232900359,-3.639261603,52.60625,56.825,70.40625,76.5125,91.225,11.6388375,3.736466597,346.3100566,362.1983811,367.2729401,315.109764,271.3186979,5.001880215,6.842240033,8,12,26.5,34,46,-29.51991307,2.415458937,9233,9390,8904,8797,9096,0.299432734,-0.538389237,2075,2035,1945,1960,1969,-1.04322732,0.795631506,287,319,366,306,315,1.879248178,-2.736216438,91575,73471,56314,35787,15408,-29.98455257,-12.39189056,12.46257485,10.25844736,7.815961138,5.050381033,2.202401372,-29.29376085,-12.90180336,"B"
"China (Mainland)",12657,12413,12994,13859,15423,4.032159986,4.404290833,2182,2651,3062,3528,3739,11.37305785,-3.402985553,10475,9762,9932,10331,11684,2.208615002,6.63439608,14185,15930,17190,19589,22892,10.04514308,1.519925576,89.21383648,100.1886792,108.1132075,123.2012579,143.9748428,-9.128202117,-1.158148946,113.0341813,116.3975711,127.5851655,141.2155987,164.7577412,-7.25878255,-3.799791415,47,57,62,72,85,-11.17488336,0.749914001,24.81875,35.21875,26.46875,33.23125,37.175,8.416208342,-10.01206935,10.70935163,6.259254155,9.347196718,8.405764625,6.789327548,9.543669119,-15.76259645,21,34,23,31,36,-10.21922318,8.11546841,12644,12402,12969,13822,15333,3.931819332,4.28193302,4457,4961,5252,5992,6785,8.768075304,0.64208589,10147,10217,10548,11211,12185,3.728375072,2.666012248,1770,1422,1494,1557,1828,0.646942218,12.35542783,740,774,952,1091,1410,13.7620681,8.21487849,99.65625,96.725,119.0625,137.6625,162.75,10.30705536,7.055092706,655.5717083,649.9283265,681.8433735,699.1195351,754.7006571,-2.77698275,-2.744322096,8,8,14,20.5,28.5,-22.43799532,-9.356725146,18995,18767,19094,20548,24063,-4.619871024,-5.274129056,2787,2921,3270,3516,3957,7.26198167,2.578208267,607,599,656,883,1046,11.4983906,6.592584439,174200,158065,123076,87754,42338,-24.64077255,-14.16380802,9.893792242,9.061801296,6.51299148,4.265286284,1.864699405,-28.37754402,-15.9575806,"B"
"United States",5734,5740,5760,5951,6023,0.988293816,0.368413899,726,975,1115,1083,935,5.190131501,-11.02921332,5008,4765,4645,4868,5088,0.317466706,3.123848733,5656,6047,7907,8707,7651,6.228673953,-6.347061821,35.57232704,38.03144654,49.72955975,54.76100629,48.11949686,-5.863458256,6.756044526,69.73098934,65.00315683,65.87922259,73.07915417,74.97395031,-1.439457202,-3.266835969,20,23,33,37,29,-7.161866688,13.54322839,18,18.19375,28.40625,31.49375,18.60625,0.664715248,-13.99906884,9.46360124,9.621449357,7.75351158,7.073732858,14.40435682,-8.058303656,-16.41704252,15,15,27,30,14,1.389421401,38.0952381,5694,5670,5702,5870,5935,0.832527177,0.509607232,2920,3458,4047,4505,4312,8.108335351,-7.569595427,3143,3411,3439,3613,3652,3.04745672,-2.482483256,2073,1845,1796,1798,1794,-2.849592338,3.592027804,518,484,525,540,577,2.180779323,4.471852805,40.9625,41.95625,47.5625,53.90625,57.51875,7.024842403,1.425149962,303.1548764,297.435038,287.9950796,256.4841088,207.3791827,7.889673786,7.251918994,5,5.5,9,15,18,-22.60026035,-2.525252525,9425,9691,9895,10208,10538,-2.207706213,-0.128903077,552,553,573,566,610,2.018316242,2.53089739,720,719,653,681,660,-1.725173034,-0.981603851,112436,95351,77727,54448,20393,-28.9252818,-15.78353475,22.28220373,18.79578159,15.44040524,10.51525686,3.705123547,-30.14959787,-16.37254703,"B"
"United Kingdom",4412,4497,4600,4873,5135,3.08156153,1.150000276,1581,1849,2063,2213,2315,7.9254393,-3.858243968,2831,2648,2537,2660,2820,-0.077832119,4.15972818,21253,25260,27122,24120,25903,4.036555444,-3.820534412,133.6666667,158.8679245,170.5786164,151.6981132,162.9119497,-3.879939534,2.993217321,44.70829032,43.73642476,45.8909527,55.29858591,47.76198685,-1.312729918,4.519131951,115,142,153,135,151,-5.301264795,2.806019339,92.85625,120.08125,129.24375,95.53125,117.29375,4.783462695,-2.179669642,10.02565694,8.039972367,7.108102273,10.62862036,7.889645212,4.908595597,3.339473575,89,116,128,93,115,-4.996756392,1.381809095,4404,4485,4590,4855,5099,2.973989852,1.062169865,9904,11579,12193,12911,13599,6.546519748,-3.861189746,2937,3040,3170,3238,3518,3.676034544,1.713444415,544,515,530,528,511,-1.243793281,0.703728461,931,942,900,1107,1106,3.504942682,-0.423953159,39.53125,42.10625,58.51875,68.275,89.40625,17.72954524,8.1454558,223.7841762,232.0815731,225.173587,226.907344,188.5343436,3.487472504,7.976176092,11,13,29.5,39,62,-29.23798372,-7.23738627,4086,4160,4277,4454,5019,-4.029836803,-3.1594588,1855,1844,1887,1928,2051,2.02916896,2.324219988,1184,1151,1216,1318,1415,3.628914141,3.382265991,95181,83328,74304,51504,19872,-26.89648439,-16.32115779,25.75243506,21.8593914,18.21622947,12.24536377,4.578801843,-29.207588,-15.83022914,"B"
"United States",7405,7299,7539,7641,7618,0.568779852,0.376819168,1587,1893,2098,1911,1708,1.480404096,-6.527557079,5818,5406,5441,5730,5910,0.314278249,3.407610851,18848,22973,27037,20341,23934,4.893844389,-1.407259845,118.5408805,144.4842767,170.0440252,127.9308176,150.5283019,-4.665521049,0.981248191,27.13299223,26.76831098,37.04057746,30.21067786,34.57203291,-4.730353328,-4.659210376,109,135,158,118,136,-4.329615827,2.007988381,89.89375,118.93125,126.49375,93.4625,116.40625,5.305089164,-2.584469156,7.088476675,4.904268292,3.654921512,3.019616161,2.560701739,22.58540992,-8.87181801,85,116,126,93,115,-5.866497729,2.531234383,7402,7294,7532,7625,7546,0.386091171,0.140999848,8773,9605,11653,9763,10751,4.15020917,0.212065739,5016,5055,5298,5219,5210,0.761828306,-0.31665293,1463,1358,1328,1404,1371,-1.290574168,1.608868714,926,886,913,1018,1037,2.290088403,2.062019714,61.16875,60.45,81.1625,84.01875,104.59375,11.32564645,8.554536505,373.5028853,379.1990035,373.5229845,337.1394552,263.638267,7.215383308,9.793901533,15,16,35,36.5,65,-25.41773292,-12.53205128,9780,9727,10292,10151,10384,-1.191379714,-0.929570587,1205,1201,1221,1288,1368,2.569871185,2.181043444,1947,1915,1934,2007,1948,0.010270104,-0.432052275,153846,117323,99750,57245,25401,-30.24860125,-10.62919733,23.50588235,17.51612422,14.66696074,7.997345627,3.511820821,-31.62912181,-10.20190525,"B"
"Taiwan",6960,6587,6268,6230,6204,-2.27346292,1.647286643,1786,1963,1993,2128,2011,2.401453993,-3.442583269,5174,4624,4275,4102,4193,-4.11742527,4.282834493,18410,19141,22510,24886,28541,9.164914613,3.572101493,115.7861635,120.3836478,141.572327,156.5157233,179.5031447,-8.395476372,-2.995703773,149.7910513,148.4223702,141.5339767,139.2418829,133.3820474,2.347608191,1.157039588,81,88,113,129,155,-12.17247101,-2.939882698,77.0375,81.61875,103.675,123.26875,144.8625,13.46208475,3.856946619,3.128058252,3.097720556,3.19305457,1.925407333,4.025840277,-4.921207334,-17.71771096,76,81,103,123,144,-11.99847058,-2.803497942,6946,6569,6242,6179,6148,-2.41123635,1.641961639,6997,7686,9929,10896,12881,12.98155331,2.790205749,5295,5111,4812,4725,4655,-2.54351484,0.664498304,1171,994,909,883,854,-6.118462135,3.943675957,494,482,547,622,695,7.065998386,4.721828068,53.9,55.65625,63.575,79.78125,101.5375,13.50305219,8.00384326,390.682087,357.276456,322.824768,280.1345066,244.876914,9.79312113,1.682669531,12,18,26.5,42.5,75,-30.68551568,-3.333333333,8911,8321,7773,7762,7805,2.68587479,-2.547140941,2332,2349,2280,2158,2282,-0.432542171,1.672357725,706,626,573,650,618,-2.627402622,2.136122612,104923,92224,69695,42787,18047,-29.67546588,-15.23937983,12.83775847,11.74379218,9.16075184,5.82056863,2.430572391,-28.31242792,-16.57339779,"B"
"Argentina",3282,3353,3367,3402,3480,1.178475972,0.043151303,921,995,1062,1089,1174,4.973987232,-1.913991961,2361,2358,2305,2313,2306,-0.470307301,-0.058524155,15946,20742,22817,18420,21267,5.928029686,-4.873494052,100.2893082,130.4528302,143.5031447,115.8490566,133.754717,-5.596280515,3.245076691,106.1577132,118.820506,136.5630968,152.2123429,161.1586103,-8.010214079,1.701952635,89,118,129,100,118,-5.484812579,3.107344633,83.54375,113.28125,123.35625,92.6625,113.1125,6.247648562,-4.508594889,1.722390013,1.208834747,1.676124892,2.881053921,0.549299153,25.67952014,127.3376125,83,113,123,92,113,-5.984398321,2.654867257,3276,3329,3337,3371,3459,1.09305798,0.330891572,6150,7314,8003,7374,7918,5.183611018,-3.849852591,2626,2617,2665,2675,2736,0.824081489,0.874366804,204,209,256,286,309,8.658989627,1.863659217,452,527,446,441,435,-0.763791152,-5.984488191,31.1875,34.1875,46.625,53.075,70.975,17.87588534,8.035540385,190.0850252,200.9344581,191.4755925,169.9069501,155.4903767,4.099556159,4.890390189,8,8.5,16,23,35,-25.56033868,-9.467787115,3388,3569,3405,3420,3341,0.279782932,2.478670031,1112,1053,1088,1078,1149,0.656783486,3.964008756,707,840,892,933,1087,8.983819933,-0.768662075,44534,32444,24676,15087,7057,-30.81918364,-8.692277763,9.534146864,7.028596187,5.221328819,3.21,1.465628245,-31.2380162,-9.354013903,"B"
"United Kingdom",2662,2745,2776,2667,2833,1.252954536,1.03542185,822,884,820,837,897,1.761646469,-0.439452368,1840,1861,1956,1830,1936,1.022359086,1.55034846,4131,4065,4361,3756,4288,0.748807956,5.253893456,25.98113208,25.56603774,27.42767296,23.62264151,26.96855346,-0.743242497,-4.676777551,15.23381968,18.31113941,19.43976712,20.26023081,21.42440977,-6.592878474,3.790611512,21,19,22,17,20,0.980579767,-8.50877193,14.73125,11.9625,10.99375,9.325,10.05,-7.362827188,8.856625806,1.699877447,3.688990078,4.596275324,3.84699507,3.40883056,-12.99134817,22.25801872,14,10.5,9,8,9,9.238846414,-14.81481481,2658,2734,2770,2655,2809,1.111220451,0.980361316,3227,3066,3510,3212,3603,2.228752082,5.720751628,1941,1965,2001,1906,1980,0.398663367,0.882000116,241,227,240,214,224,-1.452367531,3.494008609,480,553,535,547,629,5.555746536,-0.072491367,19.0375,20.45625,23.60625,23.675,28.34375,8.28529362,4.089257456,132.1705534,137.1921412,141.1410863,127.5753348,112.2811524,3.315520829,5.760528507,2,3,5,5.5,9,-25.9785655,-1.851851852,2915,2846,3088,2603,3217,-1.952279866,-7.170186814,386,408,377,328,311,-4.228868854,-3.627469565,1244,1299,1279,1414,1426,2.768455367,-1.19085519,53496,39981,32317,18737,9392,-29.38656233,-8.203669533,28.96372496,20.39846939,16.20712136,9.784334204,4.631163708,-30.69458894,-7.698403051,"B"
"France",10907,11496,11564,11680,10177,-1.375936511,-6.089450797,3409,3880,3932,3964,3199,-1.263563786,-8.894839707,7498,7616,7632,7716,6978,-1.427197102,-3.712764738,42525,48547,54666,52913,47787,2.360662705,-7.949560706,267.4528302,305.327044,343.8113208,332.7861635,300.5471698,-2.306220615,7.71041357,412.9911529,482.3784493,514.6378986,541.8656983,507.905898,-4.052978269,7.023549709,180,205,230,210,176,0.450468691,10.50443459,92.775,121.35625,129.90625,98.05,69.5875,-5.589552915,-19.94520565,11.28863736,7.731620019,7.588303541,10.57396827,6.277029602,12.45466314,7.482954192,88.5,122,130,95,68,5.411227727,22.38829958,10881,11466,11524,11638,10139,-1.402645464,-6.085521352,19124,21777,24268,23750,21021,1.909560219,-8.454382369,8082,8637,8729,8543,7529,-1.407542885,-6.245492945,1244,1167,1042,1219,789,-8.704089427,-9.695034937,1581,1692,1793,1918,1859,3.292670088,-3.365664608,90.89375,95.73125,113.9625,122.775,122.825,6.206366286,-1.760474403,639.8409157,673.6808748,665.8025269,601.3106853,414.363975,9.078210276,16.71322968,20.5,24,44,44,53,-17.30188732,-0.799266247,12770,13377,13236,13432,11167,2.719022106,8.27353862,4234,4596,4581,4646,4662,1.944613364,-2.735150802,867,713,869,818,616,-6.607430785,-2.31065915,236453,195225,162651,99696,39595,-30.05138758,-14.28274698,21.87556666,17.18983887,14.46043741,8.573050133,3.843801573,-29.37469608,-11.24807181,"B"
"United Kingdom",4468,4613,5010,5241,5081,2.604688469,-2.09938414,1267,1539,1729,1958,1965,9.173488528,-8.173629079,3201,3074,3281,3283,3116,-0.536816622,-0.37310023,16488,20914,24045,19503,21636,5.584896563,-5.302328735,103.6981132,131.5345912,151.2264151,122.6603774,136.0754717,-5.289484334,3.768096122,26.75693562,26.59084735,32.43941276,33.55325074,30.25431179,-2.42696383,3.42647405,96,123,140,111,126,-5.293423548,3.348819202,84.45,114.1375,123.09375,91.96875,113.38125,6.068961639,-3.957190769,1.377263717,0.772869358,2.561929489,7.646614637,1.21764736,2.494158694,149.9271092,84,114,122,92,113,-5.758938653,2.577239559,4439,4590,4985,5201,5050,2.612731063,-2.101651624,7901,9222,11003,10140,10345,5.538200928,-4.899235452,2942,3094,3381,3455,3477,3.398063345,-1.509931681,690,680,662,645,520,-5.50020844,-5.976856533,836,839,967,1141,1084,5.333035752,-1.784823185,36.23125,39.98125,56.325,63.16875,76.28125,16.05581258,3.469236481,236.0638764,239.5758955,256.6434413,255.7371937,195.252205,3.869183441,10.81460305,9,11,24,31.5,41.5,-26.33878423,-1.971522453,4704,5064,5400,5432,5474,-2.986426085,2.113913771,1434,1423,1476,1757,1672,3.118698825,-1.356902205,1308,1378,1580,1700,1577,3.811338303,-4.195658692,89124,71669,71830,44121,18046,-27.34303435,-13.17125645,25.03483146,18.80582524,17.81056286,10.2084683,4.168630169,-30.13016156,-11.42787345,"B"
"Japan",6651,6045,6334,6252,6359,-0.893902462,3.607621384,1887,1778,2020,1993,2031,1.481669816,2.495938978,4764,4267,4314,4259,4328,-1.901334403,4.017502785,9729,9029,10218,9872,11181,2.821157554,6.818236181,61.18867925,56.78616352,64.26415094,62.08805031,70.32075472,-2.743751987,-6.486719082,114.7847281,103.8541068,108.9273624,113.8858736,114.9751938,-0.033153607,-3.824138919,32,29,36,32,40,-4.364750021,-10.11494253,25.425,24.11875,26.0875,21.78125,27.375,1.488920535,10.27305063,7.624480599,5.39901211,6.155620738,6.7968471,4.286515349,12.2073165,5.781180282,22,22,24,19,27,-4.013140349,-9.87654321,6645,6037,6324,6245,6351,-0.900964993,3.615698177,4117,3688,4364,4117,4573,2.123118179,7.165411708,4845,4550,4792,4748,4874,0.119425453,2.914166746,1269,963,971,934,872,-7.229270309,5.825119849,537,532,571,570,613,2.682690074,2.824986115,48.21875,44.75,53.55,57.8375,65.16875,6.209823867,6.623126032,326.8640914,315.7669908,343.5912776,296.1416007,257.7795905,4.863352151,3.789125861,5,5,8,11.5,19,-23.43270919,-13.15789474,9841,9099,9382,9270,9452,0.809881391,-3.360086896,1738,1622,1640,1646,1708,-0.347632982,3.480348496,198,226,222,219,270,6.399531282,3.048752364,92547,63014,56698,34671,14972,-30.5322081,-8.301861065,13.79856866,9.876802508,8.413414453,5.371185128,2.224004753,-30.58388012,-10.05741213,"B"
